energy,tempo,danceability,genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name
0.717,121.985,0.793,electronic,-4.759,0.226,0.466,"Kungs, Cookin' On 3 Burners",4,0.0393,76,Layers,Tropical House,This Girl (Kungs Vs. Cookin' On 3 Burners)
0.942,120,0.762,electronic,-6.432,0.115,0.038,Lavern,4,0.038,72,Hold Me,Tropical House,Hold Me
0.777,108.005,0.58,electronic,-5.69,0.342,0.589,"Kygo, Ava Max",4,0.0655,76,Whatever,Tropical House,Whatever
0.836,113.998,0.729,electronic,-4.312,0.336,0.288,TWOPILOTS,4,0.0462,71,Riptide,Tropical House,Riptide
0.518,126.089,0.875,electronic,-8.388,0.125,0.37,CYRIL,4,0.0551,84,Stumblin' In,Techno Bunker,Stumblin' In
0.787,119.996,0.704,electronic,-6.751,0.159,0.31,"HUGEL, Topic, Arash, Daecolm",4,0.0462,83,I Adore You (feat. Daecolm),Techno Bunker,I Adore You (feat. Daecolm)
0.618,126.031,0.853,electronic,-10.833,0.0972,0.32,"Lost Frequencies, Tom Odell",4,0.0923,83,Black Friday (pretty like the sun),Techno Bunker,Black Friday (pretty like the sun)
0.856,127.949,0.596,electronic,-3.556,0.141,0.743,Calvin Harris,4,0.0346,81,Motion,Techno Bunker,Summer
0.869,126.027,0.874,electronic,-5.996,0.164,0.726,Matt Sassari,4,0.0315,80,Give It To Me (Full Vocal Mix),Techno Bunker,Give It To Me - Full Vocal Mix
0.729,127.028,0.88,electronic,-6.378,0.185,0.246,nimino,4,0.176,79,I Only Smoke When I Drink,Techno Bunker,I Only Smoke When I Drink
0.86,128.004,0.755,electronic,-4.811,0.344,0.618,Mr. Belt & Wezol,4,0.0523,77,It's Not Right But It's Okay,Techno Bunker,It's Not Right But It's Okay
0.813,125.91,0.513,electronic,-2.744,0.258,0.355,"David Guetta, Alesso, Madison Love",4,0.0335,77,Never Going Home Tonight (feat. Madison Love),Techno Bunker,Never Going Home Tonight (feat. Madison Love)
0.797,121.985,0.845,electronic,-4.984,0.167,0.422,"Imanbek, BYOR",4,0.139,77,Belly Dancer,Techno Bunker,Belly Dancer
0.777,108.005,0.58,electronic,-5.69,0.342,0.589,"Kygo, Ava Max",4,0.0655,76,Whatever,Techno Bunker,Whatever
0.818,125.952,0.687,electronic,-4.221,0.248,0.886,"Alok, Ella Eyre, Kenny Dope, Never Dull",4,0.0778,76,Deep Down (feat. Never Dull),Techno Bunker,Deep Down (feat. Never Dull)
0.69,125.004,0.847,electronic,-7.877,0.0526,0.692,"James Hype, Miggy Dela Rosa",4,0.0493,76,Ferrari,Techno Bunker,Ferrari
0.896,101.216,0.67,electronic,-4.673,0.344,0.403,"Gabry Ponte, LUM!X, Prezioso",3,0.058,75,Thunder,Techno Bunker,Thunder
0.876,129.998,0.671,electronic,-5.681,0.0823,0.964,Peggy Gou,4,0.0352,75,(It Goes Like) Nanana [Edit],Techno Bunker,(It Goes Like) Nanana - Edit
0.722,121.964,0.587,electronic,-6.983,0.543,0.466,Bakermat,4,0.0709,75,The Ringmaster,Techno Bunker,Baianá
0.886,120.032,0.655,electronic,-5.227,0.277,0.778,"IVE, David Guetta",4,0.0502,74,Supernova Love,Techno Bunker,Supernova Love
0.655,129.89,0.558,electronic,-5.476,0.0854,0.39,"David Guetta, Alphaville, Ava Max",4,0.0379,77,Forever Young,Techno Bunker,Forever Young
0.637,120.033,0.847,electronic,-8.751,0.121,0.0509,"Zerb, Sofiya Nzau",4,0.0587,74,SURRENDER,Techno Bunker,Mwaki
0.793,87.024,0.545,electronic,-3.615,0.335,0.411,"Ella Henderson, Rudimental",4,0.0371,74,Alibi (feat. Rudimental),Techno Bunker,Alibi (feat. Rudimental)
0.647,117.737,0.581,electronic,-7.335,0.304,0.257,"Kronan, Nyaruach, Bakermat",4,0.0614,73,Gatluak (Bakermat Remix),Techno Bunker,Gatluak - Bakermat Remix
0.785,123.96,0.621,electronic,-4.499,0.0512,0.779,"Nathan Dawe, Ella Henderson",4,0.11,73,21 Reasons (feat. Ella Henderson),Techno Bunker,21 Reasons (feat. Ella Henderson)
0.841,129.973,0.714,electronic,-5.942,0.596,0.865,"LAVINIA, Ely Oaks",4,0.0641,72,K.O.,Techno Bunker,K.O.
0.821,125.051,0.848,electronic,-5.408,0.0962,0.249,"Öwnboss, Sevek",4,0.0527,72,Move Your Body,Techno Bunker,Move Your Body
0.855,75.031,0.605,electronic,-4.414,0.098,0.302,"Niklas Dee, René Miller",4,0.329,72,Around The World,Techno Bunker,Around The World
0.782,127.034,0.763,electronic,-4.541,0.293,0.502,"Jax Jones, MNEK",4,0.0346,71,Where Did You Go (feat. MNEK),Techno Bunker,Where Did You Go? (feat. MNEK)
0.821,140.039,0.777,electronic,-4.963,0.218,0.439,"Hannah Laing, RoRo",4,0.0595,71,Good Love,Techno Bunker,Good Love
0.594,129.995,0.853,electronic,-6.823,0.0469,0.83,"BLOND:ISH, Stevie Appleton",4,0.0371,71,Never Walk Alone,Techno Bunker,Never Walk Alone
0.867,124.015,0.747,electronic,-7.311,0.114,0.684,"Fred again.., Obongjayar",4,0.088,70,adore u,Techno Bunker,adore u
0.606,123.006,0.567,electronic,-6.543,0.0686,0.314,"Kygo, Sandro Cavazza",4,0.0438,68,Hold On Me,Techno Bunker,Hold On Me
0.937,123.993,0.651,electronic,-4.078,0.119,0.666,"Jain, Ian Asher",4,0.0468,69,Makeba (Ian Asher Remix),Techno Bunker,Makeba - Ian Asher Remix
0.888,123.031,0.671,electronic,-4.285,0.0951,0.412,"Tiësto, Soaky Siren",4,0.0412,69,Tantalizing,Techno Bunker,Tantalizing
0.714,127.993,0.634,electronic,-7.529,0.374,0.409,"Robin Schulz, CYRIL, Sam Martin",4,0.104,69,World Gone Wild (feat. Sam Martin),Techno Bunker,World Gone Wild (feat. Sam Martin)
0.897,124.025,0.689,electronic,-4.487,0.0676,0.582,"Jax Jones, Calum Scott",4,0.034,69,Whistle (feat. Calum Scott),Techno Bunker,Whistle (feat. Calum Scott)
0.863,130.02,0.652,electronic,-4.853,0.6,0.805,"Gabry Ponte, Sean Paul, NATTI NATASHA",4,0.0523,69,Born To Love Ya,Techno Bunker,Born To Love Ya
0.688,127.938,0.608,electronic,-8.597,0.08,0.214,Lost Frequencies,4,0.0499,68,Love Is The Only Thing,Techno Bunker,Love Is The Only Thing
0.951,74.973,0.772,electronic,-3.375,0.036,0.4,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",4,0.271,68,2 Times,Techno Bunker,2 Times
0.88,130.085,0.588,electronic,-5.15,0.0667,0.523,"Alok, Bebe Rexha",4,0.0354,68,Deep In Your Love,Techno Bunker,Deep In Your Love
0.831,126.056,0.785,electronic,-3.681,0.086,0.673,"The Blessed Madonna, Clementine Douglas",4,0.0444,68,Happier (feat. Clementine Douglas),Techno Bunker,Happier (feat. Clementine Douglas)
0.8,119.984,0.724,electronic,-5.468,0.0823,0.925,"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",4,0.0541,68,Honey Boy (feat. Nile Rodgers & Shenseea),Techno Bunker,Honey Boy (feat. Nile Rodgers & Shenseea)
0.392,75.066,0.599,electronic,-6.869,0.131,0.26,"Disclosure, Eliza Doolittle, Flume",4,0.0257,70,Settle (Special Edition),Future Bass,You & Me - Flume Remix
0.802,100.001,0.713,electronic,-7.055,0.309,0.343,"The Chainsmokers, ROZES",4,0.0561,71,Roses,Future Bass,Roses
0.953,141.99,0.631,electronic,-3.739,0.108,0.422,Marshmello,4,0.0343,68,Alone,Future Bass,Alone
0.942,120,0.762,electronic,-6.432,0.115,0.038,Lavern,4,0.038,72,Hold Me,Deep House Relax,Hold Me
0.432,81.109,0.695,latin,-8.195,0.296,0.765,Los Ángeles Azules,4,0.0479,71,Una Lluvia De Rosas,Cumbia Classics,El Listón De Tu Pelo
0.483,90.941,0.738,latin,-9.097,0.086,0.774,Los Ángeles Azules,4,0.0526,68,Una Lluvia De Rosas,Cumbia Classics,17 Años
0.538,80.096,0.72,latin,-8.874,0.0654,0.805,Grupo Mojado,4,0.0455,73,Sueño Y Realidad,Cumbia Classics,Piensa En Mí
0.712,91.98,0.848,latin,-3.574,0.106,0.692,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",4,0.0981,84,57,Reggaeton Hits,57
0.681,99.998,0.725,latin,-5.277,0.107,0.762,"FloyyMenor, Ozuna, Anitta",4,0.0376,73,Gata Only (Remix),Reggaeton Hits,Gata Only (Remix)
0.519,100.025,0.763,latin,-7.426,0.0816,0.804,FloyyMenor,4,0.0636,83,EL COMIENZO,Reggaeton Hits,PELIGROSA
0.616,104.008,0.773,latin,-4.516,0.145,0.25,"Myke Towers, Peso Pluma",4,0.0416,72,LA PANTERA NEGRA,Reggaeton Hits,SE TE NOTA (feat. Peso Pluma)
0.854,117.994,0.786,latin,-2.4,0.106,0.522,"Myke Towers, Bad Bunny",4,0.0741,77,ADIVINO,Reggaeton Hits,ADIVINO
0.578,167.985,0.724,latin,-7.117,0.0943,0.757,"Mora, SAIKO",4,0.0819,71,ESTRELLA,Reggaeton Hits,REINA
0.778,96.057,0.911,latin,-2.248,0.179,0.345,"Bad Bunny, Feid",4,0.262,84,nadie sabe lo que va a pasar mañana,Reggaeton Hits,PERRO NEGRO
0.645,119.935,0.801,latin,-5.605,0.118,0.528,"Bad Bunny, Mora",4,0.0706,70,nadie sabe lo que va a pasar mañana,Reggaeton Hits,HIBIKI
0.621,139.056,0.787,latin,-5.009,0.58,0.13,Bad Bunny,4,0.068,77,nadie sabe lo que va a pasar mañana,Reggaeton Hits,MONACO
0.724,94.601,0.847,latin,-5.41,0.118,0.396,"Bad Bunny, Young Miko",4,0.298,73,nadie sabe lo que va a pasar mañana,Reggaeton Hits,FINA
0.795,94.969,0.845,latin,-3.502,0.224,0.681,Rauw Alejandro,4,0.0681,81,PLAYA SATURNO,Reggaeton Hits,DILUVIO
0.738,169.918,0.841,latin,-7.455,0.0892,0.484,"KAROL G, Peso Pluma",4,0.307,83,MAÑANA SERÁ BONITO (BICHOTA SEASON),Reggaeton Hits,QLONA
0.8,143.978,0.652,latin,-4.019,0.112,0.234,Bad Bunny,4,0.0614,74,WHERE SHE GOES,Reggaeton Hits,WHERE SHE GOES
0.706,140.017,0.863,latin,-5.555,0.0786,0.686,"Eladio Carrion, Bad Bunny",4,0.103,73,3MEN2 KBRN,Reggaeton Hits,Coco Chanel
0.703,123.06,0.713,latin,-5.769,0.321,0.576,"Arcángel, Bad Bunny",4,0.194,69,La Jumpa,Reggaeton Hits,La Jumpa
0.712,92.005,0.911,latin,-5.105,0.0933,0.425,"Bad Bunny, Chencho Corleone",4,0.0817,81,Un Verano Sin Ti,Reggaeton Hits,Me Porto Bonito
0.616,103.071,0.797,latin,-10.229,0.0979,0.451,"Bad Bunny, Buscabulla",4,0.375,74,Un Verano Sin Ti,Reggaeton Hits,Andrea
0.475,98.047,0.801,latin,-8.797,0.0639,0.234,Bad Bunny,4,0.0516,79,Un Verano Sin Ti,Reggaeton Hits,Efecto
0.715,106.672,0.65,latin,-5.198,0.126,0.187,Bad Bunny,4,0.253,79,Un Verano Sin Ti,Reggaeton Hits,Tití Me Preguntó
0.684,114.011,0.795,latin,-3.971,0.658,0.419,"Bad Bunny, JHAYCO",4,0.0419,76,Un Verano Sin Ti,Reggaeton Hits,Tarot
0.786,196.12,0.663,latin,-3.51,0.219,0.579,"Bad Bunny, Tony Dize",4,0.195,73,Un Verano Sin Ti,Reggaeton Hits,La Corriente
0.707,127.963,0.771,latin,-6.404,0.0745,0.317,"Mora, JHAYCO",4,0.055,73,MICRODOSIS,Reggaeton Hits,MEMORIAS
0.856,91.995,0.815,latin,-3.825,0.244,0.872,Tego Calderón,4,0.122,78,El Abayarde,Reggaeton Hits,Pa' Que Retozen
0.86,175.896,0.725,latin,-3.726,0.0674,0.791,"Aventura, Bad Bunny",4,0.182,74,Volví,Reggaeton Hits,Volví
0.688,153.979,0.659,latin,-4.649,0.113,0.632,"Mora, Bad Bunny, Sech",4,0.0673,73,Volando (Remix),Reggaeton Hits,Volando - Remix
0.648,179.951,0.644,latin,-4.601,0.135,0.44,Bad Bunny,4,0.118,75,Yonaguni,Reggaeton Hits,Yonaguni
0.637,92.025,0.811,latin,-4.835,0.118,0.471,Bad Bunny,4,0.0591,72,EL ÚLTIMO TOUR DEL MUNDO,Reggaeton Hits,TE MUDASTE
0.618,81.993,0.856,latin,-4.892,0.0866,0.391,"Bad Bunny, ROSALÍA",4,0.286,74,EL ÚLTIMO TOUR DEL MUNDO,Reggaeton Hits,LA NOCHE DE ANOCHE
0.759,91.952,0.78,latin,-3.292,0.143,0.579,"ROSALÍA, Ozuna",4,0.225,69,"Yo x Ti, Tu x Mi",Reggaeton Hits,"Yo x Ti, Tu x Mi"
0.573,109.928,0.731,latin,-10.059,0.113,0.145,"Bad Bunny, JHAYCO",4,0.0544,75,EL ÚLTIMO TOUR DEL MUNDO,Reggaeton Hits,DÁKITI
0.765,174.021,0.691,latin,-4.727,0.203,0.855,"Anuel AA, Bad Bunny",4,0.111,74,Emmanuel,Reggaeton Hits,Hasta Que Dios Diga
0.829,96.172,0.607,latin,-4.074,0.107,0.685,"Bad Bunny, Jowell & Randy, Ñengo Flow",4,0.379,72,YHLQMDLG,Reggaeton Hits,Safaera
0.848,179.87,0.685,latin,-4.561,0.0783,0.761,Bad Bunny,4,0.0858,70,YHLQMDLG,Reggaeton Hits,La Difícil
0.791,92.023,0.86,latin,-4.784,0.106,0.887,Bad Bunny,4,0.0568,73,YHLQMDLG,Reggaeton Hits,A Tu Merced
0.603,129.928,0.9,latin,-5.313,0.134,0.824,Bad Bunny,4,0.0646,74,YHLQMDLG,Reggaeton Hits,Si Veo a Tu Mamá
0.801,93.992,0.762,latin,-3.661,0.254,0.81,Bad Bunny,4,0.0409,68,YHLQMDLG,Reggaeton Hits,La Zona
0.758,97.014,0.86,latin,-5.16,0.344,0.453,Bad Bunny,4,0.0695,69,YHLQMDLG,Reggaeton Hits,Yo Perreo Sola
0.703,94.004,0.879,latin,-4.219,0.0569,0.788,"Rauw Alejandro, Farruko",4,0.0701,71,Fantasias,Reggaeton Hits,Fantasias
0.596,165.951,0.819,latin,-7.009,0.138,0.622,"Darell, Brytiago",4,0.318,70,Velitas,Reggaeton Hits,Velitas
0.646,176.088,0.756,latin,-5.795,0.108,0.429,"J Balvin, Bad Bunny",4,0.319,82,OASIS,Reggaeton Hits,LA CANCIÓN
0.791,92.603,0.639,latin,-4.443,0.362,0.933,"J Balvin, Bad Bunny",4,0.254,75,OASIS,Reggaeton Hits,QUE PRETENDES
0.624,176.169,0.61,latin,-4.773,0.243,0.244,"Bad Bunny, Tainy",4,0.309,72,Callaita,Reggaeton Hits,Callaita
0.689,97.963,0.882,latin,-4.027,0.0501,0.746,"ROSALÍA, J Balvin, El Guincho",4,0.124,69,Con Altura,Reggaeton Hits,Con Altura
0.647,95.982,0.857,latin,-4.152,0.0842,0.553,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",4,0.0984,69,Verte Ir,Reggaeton Hits,Verte Ir
0.86,93.989,0.737,latin,-2.652,0.0574,0.656,"Daddy Yankee, Snow",4,0.0593,76,Con Calma,Reggaeton Hits,Con Calma
0.836,96.993,0.746,latin,-4.336,0.116,0.874,"Becky G, Bad Bunny",4,0.0445,70,MALA SANTA,Reggaeton Hits,Mayores
0.673,87.961,0.818,latin,-7.542,0.172,0.695,"Mora, JHAYCO",4,0.148,74,Primer Dia de Clases,Reggaeton Hits,512
0.711,173.916,0.718,latin,-5.746,0.1,0.92,J Balvin,4,0.11,72,La Familia B Sides,Reggaeton Hits,Ay Vamos
0.701,175.95,0.73,latin,-5.885,0.151,0.785,Maluma,4,0.106,82,"Pretty Boy, Dirty Boy",Reggaeton Hits,Borro Cassette
0.746,175.965,0.746,latin,-5.046,0.274,0.733,"J Balvin, Farruko",4,0.102,69,La Familia,Reggaeton Hits,6:00 AM
0.681,140.006,0.807,latin,-6.268,0.0962,0.676,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",4,0.0983,69,Sensualidad,Reggaeton Hits,Sensualidad
0.69,106.034,0.799,latin,-7.252,0.143,0.682,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",4,0.1,70,Sigue Bailandome,Reggaeton Hits,Sigue Bailandome
0.812,87.864,0.683,latin,-4.493,0.0872,0.724,"J Balvin, Zion & Lennox",4,0.0711,69,Vibras,Reggaeton Hits,No Es Justo
0.598,83.836,0.55,latin,-5.402,0.0955,0.543,"Bad Bunny, Mora",4,0.0831,74,YHLQMDLG,Reggaeton Hits,Una Vez
0.761,168.022,0.714,latin,-4.596,0.241,0.906,"Ozuna, J Balvin, Chencho Corleone",4,0.0427,69,ENOC,Reggaeton Hits,Una Locura
0.617,168.021,0.713,latin,-4.637,0.0962,0.682,"Myke Towers, Juhn",4,0.0887,70,Bandido,Reggaeton Hits,Bandido
0.675,79.31,0.627,latin,-7.125,0.0784,0.961,"J Balvin, Bad Bunny, Marciano Cantero",4,0.212,75,OASIS,Reggaeton Hits,UN PESO
0.706,88.863,0.635,latin,-3.224,0.108,0.443,"KAROL G, Mariah Angeliq",4,0.125,70,KG0516,Reggaeton Hits,EL MAKINON
0.766,130.001,0.762,latin,-3.955,0.128,0.442,Farruko,4,0.0343,76,Pepas,Reggaeton Hits,Pepas
0.745,94.979,0.793,latin,-4.579,0.293,0.716,Myke Towers,4,0.0571,69,ALMAS GEMELAS,Reggaeton Hits,ALMAS GEMELAS
0.766,93.956,0.737,latin,-4.242,0.114,0.662,"Bad Bunny, Yaviah",4,0.0458,70,YHLQMDLG,Reggaeton Hits,Bichiyal
0.703,169.888,0.639,latin,-6.33,0.0865,0.138,"Tainy, Bad Bunny, Julieta Venegas",4,0.0794,70,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Reggaeton Hits,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)
0.7,93.991,0.843,latin,-3.563,0.14,0.899,"Becky G, KAROL G",4,0.0803,69,MAMIII,Reggaeton Hits,MAMIII
0.694,90.02,0.869,latin,-3.35,0.0878,0.511,"Rauw Alejandro, Chencho Corleone",4,0.0783,68,Desesperados,Reggaeton Hits,Desesperados
0.636,174.14,0.695,latin,-4.654,0.081,0.575,"Shakira, Rauw Alejandro",4,0.317,70,Te Felicito,Reggaeton Hits,Te Felicito
0.903,78.293,0.564,latin,-3.221,0.175,0.607,Bad Bunny,4,0.307,71,Un Verano Sin Ti,Reggaeton Hits,Después de la Playa
0.674,99.968,0.804,latin,-5.453,0.115,0.292,Bad Bunny,4,0.0333,79,Un Verano Sin Ti,Reggaeton Hits,Moscow Mule
0.584,115.018,0.849,latin,-8.195,0.492,0.724,Bad Bunny,4,0.115,71,Un Verano Sin Ti,Reggaeton Hits,Agosto
0.673,181.891,0.655,latin,-5.98,0.0753,0.342,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",4,0.308,70,Yo Te Quiero Pa Mi,Reggaeton Hits,Hola - Remix
0.858,92.523,0.627,latin,-2.824,0.21,0.342,"KAROL G, Maldy",4,0.386,68,GATÚBELA,Reggaeton Hits,GATÚBELA
0.694,95,0.703,latin,-4.808,0.12,0.298,Anuel AA,4,0.0607,71,¿Qué Nos Pasó?,Reggaeton Hits,¿Qué Nos Pasó?
0.789,91.911,0.757,latin,-3.46,0.0717,0.464,"Mora, Feid",4,0.0583,78,MICRODOSIS,Reggaeton Hits,LA INOCENTE
0.739,179.879,0.704,latin,-3.286,0.0856,0.425,Rauw Alejandro,4,0.112,70,VICE VERSA,Reggaeton Hits,Sexo Virtual
0.846,98.026,0.734,latin,-3.425,0.235,0.604,"Rvssian, Rauw Alejandro, Chris Brown",4,0.0489,70,Nostálgico,Reggaeton Hits,Nostálgico
0.662,93.976,0.892,latin,-3.894,0.363,0.607,"Ñengo Flow, Bad Bunny",4,0.162,68,Gato de Noche,Reggaeton Hits,Gato de Noche
0.479,169.922,0.812,latin,-5.678,0.0756,0.559,"Yng Lvcas, Peso Pluma",4,0.333,79,La Bebe (Remix),Reggaeton Hits,La Bebe - Remix
0.892,97.008,0.791,latin,-2.58,0.0609,0.916,"Ryan Castro, Peso Pluma, SOG",4,0.0521,74,QUEMA,Reggaeton Hits,QUEMA
0.737,91.986,0.708,latin,-4.045,0.0955,0.607,Myke Towers,4,0.0436,82,LA VIDA ES UNA,Reggaeton Hits,LALA
0.711,102.984,0.822,latin,-4.943,0.083,0.934,Darell,4,0.0668,71,EVERYBODY GO TO THE DISCOTEK,Reggaeton Hits,Lollipop
0.812,162.087,0.785,latin,-3.174,0.107,0.903,"Ozuna, Anuel AA, Chris Jedi",4,0.0644,72,Cosmo,Reggaeton Hits,Pa Ti Estoy
0.794,92.998,0.843,latin,-4.686,0.25,0.796,"Brray, JHAYCO, Ryan Castro",4,0.0426,69,Corazón Roto (Remix),Reggaeton Hits,Corazón Roto - Remix
0.769,167.969,0.771,latin,-3.504,0.345,0.931,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",4,0.0694,68,El Efecto (Remix),Reggaeton Hits,El Efecto - Remix
0.88,180.011,0.72,latin,-2.834,0.153,0.463,"Peso Pluma, Anitta",4,0.101,75,BELLAKEO,Reggaeton Hits,BELLAKEO
0.672,93.999,0.817,latin,-5.612,0.13,0.774,"Myke Towers, Farruko, Arcángel, Sech, Zion",4,0.299,72,Si Se da Remix,Reggaeton Hits,Si Se Da - Remix
0.543,98.992,0.898,latin,-8.317,0.338,0.359,"Cazzu, Lyanno, Rauw Alejandro, Dalex",4,0.121,71,Error 93,Reggaeton Hits,Nada
0.709,99.993,0.725,latin,-5.017,0.114,0.648,"Rvssian, Rauw Alejandro, Ayra Starr",4,0.129,79,Santa,Reggaeton Hits,Santa
0.766,96.037,0.88,latin,-2.906,0.382,0.594,"Ozuna, Bad Gyal",4,0.0505,69,Guay,Reggaeton Hits,Guay
0.671,169.727,0.714,latin,-5.119,0.325,0.641,"KEVIN ROLDAN, Bryant Myers, Lyanno",4,0.362,69,KrING,Reggaeton Hits,HASTA ABAJO
0.617,173.97,0.703,latin,-5.696,0.433,0.486,"iZaak, JHAYCO, Anuel AA",4,0.151,75,BBY BOO (REMIX),Reggaeton Hits,BBY BOO - REMIX
0.626,100.02,0.763,latin,-5.637,0.205,0.78,Cris Mj,4,0.0433,85,SI NO ES CONTIGO,Reggaeton Hits,SI NO ES CONTIGO
0.499,99.986,0.791,latin,-8.472,0.0899,0.669,"FloyyMenor, Cris Mj",4,0.0509,87,Gata Only,Reggaeton Hits,Gata Only
0.476,129.992,0.793,latin,-10.515,0.115,0.578,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",4,0.0406,75,ELOVRGA,Reggaeton Hits,ELOVRGA
0.71,92.009,0.535,latin,-2.978,0.141,0.523,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",4,0.324,70,The Academy,Reggaeton Hits,Porno
0.668,128.027,0.924,latin,-6.795,0.0678,0.787,KAROL G,4,0.0469,93,Si Antes Te Hubiera Conocido,Reggaeton Hits,Si Antes Te Hubiera Conocido
0.482,100.029,0.69,latin,-6.335,0.0728,0.356,Fuerza Regida,4,0.2,88,PERO NO TE ENAMORES,Reggaeton Hits,NEL
0.779,128.028,0.937,latin,-3.539,0.0408,0.95,"Luis R Conriquez, Joel De La P, Chimbala",4,0.329,71,Que Se Cuide,Reggaeton Hits,Que Se Cuide
0.583,115.221,0.669,latin,-8.949,0.1,0.271,"Victor Mendivil, Oscar Maydon",4,0.269,83,Mejores Jordans,Reggaeton Hits,Mejores Jordans
0.496,100.025,0.696,latin,-7.532,0.0626,0.476,"FloyyMenor, Lewis Somes",4,0.0365,76,EL COMIENZO,Reggaeton Hits,APAGA EL CEL
0.665,100.09,0.858,latin,-4.772,0.119,0.659,"Feid, Young Miko",4,0.152,79,FERXXOCALIPSIS,Reggaeton Hits,CLASSY 101
0.86,100.019,0.774,latin,-2.888,0.116,0.446,"Feid, ATL Jacob",4,0.13,88,FERXXOCALIPSIS,Reggaeton Hits,LUNA
0.507,99.994,0.755,latin,-6.76,0.18,0.606,"FloyyMenor, Lewis Somes",4,0.0684,76,EL COMIENZO,Reggaeton Hits,TU TA RICA
0.599,86.533,0.828,brazilian,-1.624,0.0775,0.478,"MC L da Vinte, MC Gury",5,0.149,73,Parado no Bailão,Brazilian Funk,Parado no Bailão
0.827,129.949,0.956,brazilian,1.295,0.423,0.614,"Mc Delux, DJ Guih Da ZO",4,0.222,70,Se Voce Nao Quer Passa a Vez,Brazilian Funk,Se Voce Nao Quer Passa a Vez
0.99,126.015,0.748,brazilian,-2.39,0.267,0.386,"6YNTHMANE, RXDXVIL",4,0.151,72,BRAZILIAN DANÇA PHONK,Brazilian Funk,BRAZILIAN DANÇA PHONK
0.803,130.028,0.877,brazilian,-3.195,0.087,0.795,"S3BZS, Mc Gw, Mc Menor Do Alvorada",4,0.0507,77,MONTAGEM - PR FUNK,Brazilian Funk,MONTAGEM - PR FUNK
0.413,130.078,0.92,brazilian,-7.901,0.133,0.679,"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",4,0.0752,72,Faz um Vuk Vuk (Teto Espelhado),Brazilian Funk,Faz um Vuk Vuk (Teto Espelhado)
0.789,130.053,0.89,brazilian,-1.826,0.192,0.758,"DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf",4,0.428,69,Te Maceto Depois Do Baile,Brazilian Funk,Te Maceto Depois Do Baile
0.427,80.492,0.492,brazilian,-6.37,0.53,0.443,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",5,0.372,77,MTG QUEM NÃO QUER SOU EU,Brazilian Funk,MTG QUEM NÃO QUER SOU EU
0.669,130.05,0.949,brazilian,-3.922,0.169,0.843,"Mc Pogba, DJ Guih Da ZO",4,0.222,78,Ela Joga na Hora,Brazilian Funk,Ela Joga na Hora
0.687,117.008,0.778,brazilian,-8.568,0.356,0.839,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",4,0.105,78,THE BOX MEDLEY FUNK 2,Brazilian Funk,THE BOX MEDLEY FUNK 2
0.955,130.068,0.679,brazilian,-3.715,0.125,0.713,"Dj Samir, Rodricci, Launch13",4,0.0437,71,Louca Encubada,Brazilian Funk,Louca Encubada
0.582,84.917,0.615,brazilian,-0.93,0.0791,0.892,"DJ JOÃO PEREIRA, MC Koringa",5,0.364,68,DANÇA PRA ME PROVOCAR,Brazilian Funk,DANÇA PRA ME PROVOCAR
0.96,130.118,0.863,brazilian,-1.458,0.0853,0.586,"DENNIS, MC Kevin o Chris",4,0.0492,71,Tá OK,Brazilian Funk,Tá OK
0.907,117.054,0.863,brazilian,-5.077,0.182,0.304,Ichiss,4,0.295,72,WHINE IN BRAZIL FUNK,Brazilian Funk,WHINE IN BRAZIL FUNK
0.59,86.429,0.711,brazilian,-5.967,0.0798,0.702,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",5,0.271,70,Baile do Bruxo (DELUXE),Brazilian Funk,TUMBÁTUM
0.327,90.025,0.707,turkish,-17.176,0.155,0.181,Semicenk,4,0.0687,75,Geçiyor Zaman,Turkish Pop,Onlar Anlamaz Halden
0.729,98.022,0.629,turkish,-5.235,0.253,0.427,Semicenk,4,0.0379,75,Geçiyor Zaman,Turkish Pop,Geçiyor Zaman
0.656,120.001,0.685,turkish,-8.028,0.318,0.556,Semicenk,4,0.0411,70,Geçiyor Zaman,Turkish Pop,Kader Sağ Olsun
